id,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority,desc_len,num_comp
600,Lead Big Data Engineer,$121K-$203K (Glassdoor est.),4,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",1001 to 5000 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203,162,Glassdoor,CA,0,13,1,0,1,1,1,data engineer,senior,3978,2
601,Product Engineer â€?Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85,68.5,Esri,CA,1,51,1,0,1,0,1,na,na,3413,1
602,Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,Assurant,OH,0,42,0,0,0,0,1,data scientist,senior,1735,3
603,Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA",201 to 500 employees,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,83,148,115.5,F&G,IA,1,-1,1,0,0,0,1,data engineer,senior,6569,0
604,Associate Research Scientist I (Protein Expression and Production),$59K-$116K (Glassdoor est.),3,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 to 1000 employees,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,59,116,87.5,Exelixis,CA,1,26,0,0,0,0,1,na,na,4586,3
605,Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,PNNL,WA,1,55,0,0,0,0,0,data scientist,senior,5188,3
606,Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,0,0,31,55,43,GreatAmerica Financial Services,IA,1,28,0,0,0,0,1,analyst,na,4328,0
607,"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,102,178,140,Acceleron Pharma,MA,1,17,0,0,0,0,1,director,na,5449,0
608,"Director, Precision Medicine Clinical Biomarker Scientist",$136K-$208K (Glassdoor est.),4,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,136,208,172,Pfizer,MA,0,171,0,0,0,1,0,director,na,5701,0
609,"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,-1,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,110,130,120,Kronos Bio,MA,0,-1,0,0,0,0,0,na,senior,3214,0
610,Data Analyst Senior,$48K-$85K (Glassdoor est.),3,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,AmeriHealth Caritas,PA,1,37,0,0,0,0,1,analyst,senior,3766,3
611,Senior Formulations Scientist II,$71K-$129K (Glassdoor est.),3,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 to 1000 employees,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,71,129,100,Exelixis,CA,1,26,0,0,0,0,1,na,senior,7777,3
612,Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,0,66,123,94.5,Strategic Employment Partners,CA,0,14,1,0,0,1,0,data engineer,senior,1504,0
613,Data Science Manager,$171K-$272K (Glassdoor est.),4.2,"Grand Rounds
4.2","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,171,272,221.5,Grand Rounds,CA,1,9,1,0,0,0,1,manager,na,4951,0
614,Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119,PNNL,WA,0,55,0,0,0,0,0,data scientist,senior,5186,3
615,Data Engineer,$65K-$126K (Glassdoor est.),3.5,"SPINS, LLC
3.5","Chicago, IL","Chicago, IL",201 to 500 employees,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,65,126,95.5,"SPINS, LLC",IL,1,25,1,0,0,0,0,data engineer,na,3119,0
616,"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239,194.5,Liberty Mutual Insurance,IL,0,108,1,0,0,0,0,director,na,3935,3
617,Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,42,58,25,Catholic Health Initiatives,NE,0,24,0,0,0,0,0,na,na,1844,2
618,"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,1,0,20,34,13.5,FLEETCOR,TN,0,20,0,0,0,0,1,analyst,senior,4299,0
619,Senior Quantitative Analyst,$118K-$228K (Glassdoor est.),3.3,"DTCC
3.3","Jersey City, NJ","New York, NY",1001 to 5000 employees,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),-1,0,0,118,228,173,DTCC,NJ,0,47,1,0,0,0,1,analyst,senior,4183,0
620,Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,82,129,105.5,Applied Research Laboratories,TX,1,-1,1,0,0,1,0,data scientist,na,8734,0
621,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,Southwest Research Institute,TX,1,73,1,0,0,1,1,na,senior,2332,3
622,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,47,101,74,Reynolds American,NC,1,145,0,0,0,0,1,na,senior,6034,0
623,Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,49,76,62.5,Raytheon,AL,0,98,0,0,0,0,1,analyst,na,4774,0
624,Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,RTI International,NC,0,62,0,0,0,0,0,na,senior,2222,3
625,Data Scientist,$61K-$109K (Glassdoor est.),3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA","Coraopolis, PA",10000+ employees,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,61,109,85,DICK'S Sporting Goods - Corporate,PA,1,72,1,0,0,0,0,data scientist,na,2493,3
626,Principal Data Scientist,$113K-$182K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,113,182,147.5,AstraZeneca,MD,0,107,1,0,0,0,1,data scientist,senior,4490,3
627,Director Data Science,$124K-$199K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,124,199,161.5,TRANZACT,NJ,1,31,1,0,0,1,1,director,na,5121,0
628,Data Engineer,$58K-$104K (Glassdoor est.),3.7,"Carilion Clinic
3.7","Roanoke, VA","Roanoke, VA",10000+ employees,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,0,0,58,104,81,Carilion Clinic,VA,1,121,0,0,0,0,1,data engineer,na,2948,0
629,Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93,72.5,United BioSource,PA,1,17,0,0,0,0,1,analyst,senior,1359,2
630,Senior Data Engineer,$97K-$181K (Glassdoor est.),3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,97,181,139,Figure Eight,CA,1,12,1,0,0,1,1,data engineer,senior,4915,0
631,Senior Data Engineer,$100K-$173K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173,136.5,Tapjoy,CA,1,13,0,0,0,0,0,data engineer,senior,3466,2
632,Sr. Data Analyst,$58K-$108K (Glassdoor est.),3.2,"DoubleVerify
3.2","New York, NY","New York, NY",201 to 500 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,58,108,83,DoubleVerify,NY,1,12,1,0,1,0,1,analyst,senior,2689,0
633,Research Scientist or Senior Research Scientist - Computer Vision,$81K-$161K (Glassdoor est.),4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,81,161,121,Mitsubishi Electric Research Labs,MA,1,29,0,0,0,1,1,na,senior,3709,3
634,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,Fareportal,NY,1,18,1,0,1,0,0,data scientist,na,3172,3
635,Data Analyst Chemist - Quality System Contractor,$61K-$110K (Glassdoor est.),2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,0,0,61,110,85.5,"Rodan and Fields, LLC",CA,1,18,0,0,0,0,1,analyst,na,4402,0
636,Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,96,80.5,Reynolds American,NC,1,145,0,0,0,0,1,na,senior,5749,0
637,Research Scientist / Principal Research Scientist - Multiphysical Systems,$115K-$220K (Glassdoor est.),4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,115,220,167.5,Mitsubishi Electric Research Labs,MA,1,29,0,0,0,0,0,na,senior,3180,3
638,"Research Scientist, Machine Learning Department",$71K-$144K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,71,144,107.5,Software Engineering Institute,PA,1,36,1,0,0,0,0,mle,na,2011,0
639,Foundational Community Supports Data Analyst,$32K-$57K (Glassdoor est.),3.4,"DESC
3.4","Seattle, WA","Seattle, WA",501 to 1000 employees,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,0,0,32,57,44.5,DESC,WA,1,41,0,0,0,1,1,analyst,na,4087,0
640,"Senior Health Data Analyst, Star Ratings",$79K-$136K (Glassdoor est.),3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD","Baltimore, MD",1001 to 5000 employees,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",0,0,79,136,107.5,Johns Hopkins Health Care,MD,0,131,0,0,0,0,0,analyst,senior,2606,3
641,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",Employer Provided Salary:$120K-$145K,-1,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,120,145,132.5,Kronos Bio,MA,0,-1,0,0,0,0,0,na,senior,3082,0
642,Sr. Data Analyst,$50K-$89K (Glassdoor est.),3.7,"Community Behavioral Health
3.7","Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,50,89,69.5,Community Behavioral Health,PA,0,26,0,0,0,0,1,analyst,senior,1865,0
643,"Senior Engineer, Data Management Engineering",$68K-$129K (Glassdoor est.),3.5,"Western Digital
3.5","Milpitas, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,68,129,98.5,Western Digital,CA,0,50,1,0,1,1,0,na,senior,3926,2
644,Quality Control Scientist III- Analytical Development,$48K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,48,113,80.5,Advanced BioScience Laboratories,MD,1,59,0,0,0,0,1,na,na,3570,0
645,"Clinical Scientist, Clinical Development",$27-$47 Per Hour(Glassdoor est.),3.8,"FORMA THERAPEUTICS
3.8","Watertown, MA","Watertown, MA",51 to 200 employees,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,1,0,54,94,37,FORMA THERAPEUTICS,MA,1,12,0,0,0,0,1,na,na,3747,0
646,Software Engineer Staff Scientist: Human Language Technologies,$74K-$124K (Glassdoor est.),3.7,"Raytheon
3.7","Cambridge, MD","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,74,124,99,Raytheon,MD,0,98,1,0,0,0,0,na,na,4431,0
647,"Manager, Safety Scientist, Medical Safety & Risk Management",$68K-$125K (Glassdoor est.),3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,68,125,96.5,Agios Pharmaceuticals,MA,1,12,0,0,0,0,1,manager,na,4465,0
648,"Assistant Director/Director, Office of Data Science",$39K-$67K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,39,67,53,Liberty Mutual Insurance,MA,1,108,0,0,0,0,0,director,na,3448,3
649,Sr. Data Engineer | Big Data SaaS Pipeline,$71K-$135K (Glassdoor est.),2.7,"Bridg
2.7","Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,71,135,103,Bridg,CA,1,9,0,0,1,1,0,data engineer,senior,4571,0
650,Senior Risk Data Scientist,$107K-$172K (Glassdoor est.),3.8,"Bill.com
3.8","Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,0,0,107,172,139.5,Bill.com,CA,1,14,0,0,0,0,0,data scientist,senior,2933,0
651,Data Scientist in Artificial Intelligence Early Career,$49K-$85K (Glassdoor est.),3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49,85,67,Pacific Northwest National Laboratory,WA,1,55,0,0,0,0,0,data scientist,na,4945,3
652,Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),3,"Infosys
3.0","Hartford, CT","Bengaluru, India",10000+ employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,54,71,62.5,Infosys,CT,0,39,0,0,0,0,1,na,na,3449,3
653,Scientist - CVRM Metabolism - in vivo pharmacology,$61K-$123K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,61,123,92,AstraZeneca,MD,0,107,0,0,0,0,0,na,na,2391,3
654,Data Analyst,$47K-$85K (Glassdoor est.),3.6,"AXION Healthcare Solutions
3.6","New York, NY","New York, NY",1 to 50 employees,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",0,0,47,85,66,AXION Healthcare Solutions,NY,1,40,0,0,0,0,1,analyst,na,2292,2
655,Data Engineer,$65K-$124K (Glassdoor est.),3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,65,124,94.5,Alignment Healthcare,CA,1,7,1,0,1,1,1,data engineer,na,5743,0
656,Data Scientist,$87K-$141K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,87,141,114,TRANZACT,NJ,1,31,1,0,0,1,1,data scientist,na,4648,0
657,Data Scientist,$56K-$95K (Glassdoor est.),4.2,"ExecOnline
4.2","New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",0,0,56,95,75.5,ExecOnline,NY,1,8,1,0,0,1,0,data scientist,na,4341,3
658,Data Scientist,$71K-$121K (Glassdoor est.),3.5,"Charter Spectrum
3.5","Maryland Heights, MO","North Salt Lake, UT",1 to 50 employees,-1,School / School District,K-12 Education,Education,$5 to $10 million (USD),-1,0,0,71,121,96,Charter Spectrum,MO,0,-1,0,0,0,0,1,data scientist,na,3775,0
659,Machine Learning Engineer,$62K-$112K (Glassdoor est.),4,"Mteq
4.0","Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",0,0,62,112,87,Mteq,VA,0,66,1,0,0,0,0,mle,na,3127,2
660,Data Scientist,$64K-$108K (Glassdoor est.),3.7,"Brillient
3.7","Silver Spring, MD","Reston, VA",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,64,108,86,Brillient,MD,0,14,1,0,0,0,1,data scientist,na,6626,0
661,Senior Data Scientist,$89K-$144K (Glassdoor est.),4.4,"Entefy
4.4","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,89,144,116.5,Entefy,CA,1,8,1,0,0,0,0,data scientist,senior,1211,0
662,Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,109,200,154.5,Sunovion,MA,1,10,1,0,0,0,1,na,senior,4517,3
663,Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,0,0,35,62,48.5,San Manuel Casino,CA,1,34,0,0,0,0,1,analyst,na,4608,0
664,Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1,0,0,61,113,87,Cboe Global Markets,KS,0,47,1,0,0,0,1,mle,na,2860,0
665,Data Engineer,$55K-$105K (Glassdoor est.),3.4,"Trace3
3.4","Houston, TX","Irvine, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",0,0,55,105,80,Trace3,TX,0,18,1,0,1,0,1,data engineer,na,7802,3
666,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,1,0,36,50,21.5,Texas Health Huguley Hospital,TX,0,43,0,0,0,1,0,na,na,5160,0
667,Principal Data Scientist,$135K-$211K (Glassdoor est.),3.7,"Northrop Grumman
3.7","San Jose, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,135,211,173,Northrop Grumman,CA,0,81,1,0,0,0,0,data scientist,senior,5884,0
668,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,39,66,52.5,Teasdale Latin Foods,IL,0,-1,0,0,0,0,0,na,na,2433,0
669,Data Engineer,$57K-$80K (Glassdoor est.),3.5,"Saama Technologies Inc
3.5","Phoenix, AZ","Campbell, CA",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",0,0,57,80,68.5,Saama Technologies Inc,AZ,0,23,1,0,1,0,0,data engineer,na,1230,3
670,"Associate Principal Scientist, Pharmacogenomics",$63K-$127K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,63,127,95,AstraZeneca,MD,0,107,0,0,0,0,0,na,senior,3110,3
671,Data Scientist - Systems Engineering,$50K-$89K (Glassdoor est.),3.2,"MITRE
3.2","Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,50,89,69.5,MITRE,MA,1,62,1,0,0,0,1,data scientist,na,4478,3
672,Senior Data Scientist,$82K-$132K (Glassdoor est.),4.4,"The David J. Joseph Company
4.4","Cincinnati, OH","Cincinnati, OH",201 to 500 employees,1885,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,-1,0,0,82,132,107,The David J. Joseph Company,OH,1,135,1,0,0,1,0,data scientist,senior,4804,0
673,Data Scientist SR,$85K-$139K (Glassdoor est.),3.9,"The Buffalo Group
3.9","Charlottesville, VA","Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",0,0,85,139,112,The Buffalo Group,VA,0,10,1,0,1,0,0,data scientist,senior,4427,3
674,Data Scientist,$72K-$121K (Glassdoor est.),3.4,"CompQsoft
3.4","Washington, DC","Houston, TX",51 to 200 employees,1997,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,0,72,121,96.5,CompQsoft,DC,0,23,1,0,0,0,0,data scientist,na,4662,0
675,"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),2.1,"Cerus Corporation
2.1","Concord, CA","Concord, CA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,74,149,111.5,Cerus Corporation,CA,1,-1,0,0,0,0,1,na,na,4300,0
676,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,113,196,154.5,Takeda Pharmaceuticals,MA,0,239,0,0,1,1,1,data engineer,na,6817,3
